Action,Adventure
0.5268939279780352,0.47310607202196475
0.5203391315751797,0.4796608684248203
0.5027885377326355,0.4972114622673644
0.5193060479518027,0.4806939520481975
0.462777296381026,0.5372227036189741
0.5224417781253161,0.477558221874684
0.5380217033060415,0.4619782966939585
0.5103223439637748,0.4896776560362251
0.4582261377261467,0.5417738622738533
0.4114676848161459,0.5885323151838542
0.528467582620681,0.471532417379319
0.5245176727944493,0.47548232720555067
0.5122966242378647,0.4877033757621352
0.5382554974599383,0.4617445025400617
0.48038410227700934,0.5196158977229907
0.5147516051027026,0.4852483948972974
0.4271740195988693,0.5728259804011306
0.43259480598637423,0.5674051940136258
0.36302516860167494,0.6369748313983251
0.5240776637198206,0.4759223362801793
0.5277525253317739,0.4722474746682261
0.43276233933149677,0.5672376606685032
0.39730869920174045,0.6026913007982595
0.41167417277796914,0.5883258272220309
0.41677926732892034,0.5832207326710797
0.5554762481367053,0.4445237518632948
0.4532890830482946,0.5467109169517053
0.4504231563460888,0.5495768436539111
0.48370117034945864,0.5162988296505413
0.48091604702179064,0.5190839529782093
0.46324868465124364,0.5367513153487564
0.503230355093858,0.49676964490614195
0.3928042328027741,0.6071957671972259
0.4956984814931132,0.5043015185068869
0.47005864505742667,0.5299413549425734
0.4163069765874611,0.5836930234125389
0.5309230111444104,0.46907698885558946
0.5194383231897574,0.48056167681024253
0.5170220373995448,0.48297796260045517
0.45355456877907985,0.5464454312209202
0.5197867583048914,0.48021324169510865
0.3881391636828401,0.6118608363171598
0.52202459872864,0.47797540127135996
0.4377871566987351,0.562212843301265
0.5539593135376625,0.4460406864623376
0.5232246864798886,0.47677531352011143
0.5404315584933315,0.4595684415066684
0.4278172722591055,0.5721827277408944
0.45664644714139385,0.5433535528586061
0.5435190117536023,0.45648098824639766
0.5117856272657461,0.48821437273425394
0.5488950374855982,0.45110496251440185
0.42355157556099293,0.5764484244390071
0.5074058018379816,0.4925941981620184
0.5171550383095056,0.48284496169049435
0.4845138195428608,0.5154861804571391
0.5497414674497964,0.45025853255020365
0.41640195206095476,0.5835980479390452
0.384175983824925,0.615824016175075
0.5102375715304529,0.48976242846954715
0.5589387648579156,0.44106123514208434
0.4131388612710317,0.5868611387289682
0.4987526222375733,0.5012473777624269
0.5256032988424664,0.4743967011575337
0.4565853405661777,0.5434146594338223
0.5451171845925902,0.4548828154074098
0.5094105336211916,0.4905894663788083
0.47612482317269184,0.5238751768273081
0.5423219859598074,0.4576780140401927
0.5009112458033441,0.4990887541966558
0.5370328018370695,0.46296719816293047
0.5335738050438433,0.4664261949561568
0.5424244655902759,0.45757553440972404
0.4989049262428025,0.5010950737571974
0.5070677639387344,0.49293223606126557
0.5151723555679038,0.48482764443209614
0.531453013675326,0.4685469863246739
0.5358251487184643,0.4641748512815358
0.5068921845616942,0.49310781543830584
0.5219477900752656,0.4780522099247344
0.45399858408761873,0.5460014159123813
0.5131983990531949,0.4868016009468052
0.4830466477221737,0.5169533522778264
0.546783221139908,0.4532167788600921
0.5453153224158632,0.45468467758413683
0.444272180999906,0.5557278190000939
0.5378954787814219,0.4621045212185781
0.5363821454599086,0.4636178545400913
0.5356528264796248,0.4643471735203752
0.4467584659716073,0.5532415340283928
0.5047428353142146,0.4952571646857854
0.5184705717290132,0.4815294282709867
0.5448935549945128,0.45510644500548725
0.5224390781135152,0.47756092188648486
0.5440644073101671,0.45593559268983275
0.4824119921069155,0.5175880078930846
0.4440418965909615,0.5559581034090385
0.5512232991948737,0.4487767008051264
0.5119207216528943,0.4880792783471057
0.5036604694428641,0.4963395305571358
0.5054523907279255,0.49454760927207453
0.5161140592636536,0.48388594073634633
0.5270889004488036,0.47291109955119637
0.5243429596938198,0.4756570403061802
0.516467567910742,0.483532432089258
0.5159172829159407,0.4840827170840593
0.40333031840669625,0.5966696815933037
0.5593821178704586,0.44061788212954156
0.43764526887024635,0.5623547311297536
0.5315821701092764,0.46841782989072356
0.44742661120873095,0.552573388791269
0.4936131291420593,0.5063868708579408
0.5482558835613935,0.4517441164386064
0.5096837642933295,0.49031623570667043
0.5239806998811557,0.47601930011884436
0.4814464032537876,0.5185535967462124
0.3772316459067453,0.6227683540932547
0.4291742695559717,0.5708257304440283
0.49503492567243024,0.5049650743275698
0.509565759880478,0.490434240119522
0.44896544925709897,0.5510345507429011
0.5358796152521298,0.4641203847478702
0.44545775271479143,0.5545422472852086
0.528413146372692,0.4715868536273081
0.5065762623001355,0.49342373769986453
0.5129400583577832,0.4870599416422168
0.4517393249950821,0.5482606750049179
0.5030131342848172,0.49698686571518275
0.44061417027439775,0.5593858297256022
0.44837212710802016,0.5516278728919798
0.41826275170486943,0.5817372482951305
0.5183067834643897,0.48169321653561037
0.44196350204983414,0.5580364979501659
0.552691991633726,0.44730800836627393
0.4975103149015404,0.5024896850984596
0.47811387266358946,0.5218861273364106
0.4297529887099424,0.5702470112900575
0.4950329774721531,0.5049670225278469
0.41264509805698313,0.5873549019430168
0.48241785905578194,0.5175821409442182
0.5161894595396223,0.4838105404603777
0.49950244596087323,0.5004975540391268
0.5444711642760534,0.4555288357239468
0.5164012125874421,0.4835987874125578
0.5392555036095628,0.4607444963904372
0.42738309729243595,0.572616902707564
0.35816781781193546,0.6418321821880645
0.3898960827100288,0.6101039172899712
0.41235692162027593,0.5876430783797241
0.3869072412348856,0.6130927587651145
0.44078092407708946,0.5592190759229105
0.5295424122201028,0.47045758777989716
0.5322754374529968,0.4677245625470033
0.5277092090238348,0.4722907909761652
0.5495651448124886,0.45043485518751136
0.44970147054256754,0.5502985294574324
0.39393464826685937,0.6060653517331407
0.5063418704983099,0.4936581295016901
0.5305207735415225,0.46947922645847756
0.5490157325482405,0.4509842674517595
0.4317452679426063,0.5682547320573936
0.4916874035251105,0.5083125964748895
0.5419744735719388,0.45802552642806116
0.4962317163493809,0.503768283650619
0.4139626581073251,0.5860373418926749
0.3761698506463797,0.6238301493536202
0.5551766562834065,0.4448233437165935
0.5283433118160042,0.4716566881839957
0.37401458887185574,0.6259854111281443
0.4467986715269533,0.5532013284730467
0.5020721112243086,0.4979278887756915
0.5190007351045988,0.48099926489540107
0.39964186464629026,0.6003581353537096
0.5275603778070032,0.4724396221929968
0.40979318329020004,0.5902068167097999
0.48907583813322775,0.5109241618667723
0.4714459977855824,0.5285540022144175
0.4756120642658417,0.5243879357341582
0.5182512742435686,0.4817487257564313
0.49530996222776513,0.5046900377722348
0.43188276261513514,0.5681172373848649
0.4953048157792889,0.504695184220711
0.44267317846718696,0.5573268215328131
0.4682602170359998,0.5317397829640003
0.5386488837489632,0.4613511162510368
0.430163030890086,0.569836969109914
0.41753324365239375,0.5824667563476063
0.5099159831365593,0.49008401686344083
0.5288897217201207,0.4711102782798792
0.4386612502869501,0.5613387497130499
0.5297823677191508,0.4702176322808493
0.44788692050450113,0.5521130794954988
0.3989925615204425,0.6010074384795576
0.5165711300630554,0.48342886993694456
0.4083518890157428,0.5916481109842572
0.5248569876530299,0.4751430123469701
0.5409680144729868,0.45903198552701313
0.4054423739343039,0.5945576260656962
0.5099399511452702,0.49006004885472965
0.5380242920709607,0.4619757079290393
0.5251171085875022,0.4748828914124978
0.4794873213786756,0.5205126786213244
0.5472394067515767,0.45276059324842327
0.35517518172024304,0.6448248182797569
0.42277968778410635,0.5772203122158935
0.5321458633868636,0.4678541366131364
0.5242124351621316,0.4757875648378685
0.41051552526868706,0.5894844747313128
0.5443118101756,0.4556881898243999
0.5253829999777736,0.4746170000222264
0.5384551970546879,0.4615448029453121
0.515135710977261,0.484864289022739
0.5181462885621784,0.48185371143782163
0.4740288765102398,0.5259711234897603
0.495682678128382,0.5043173218716179
0.4576204644934487,0.5423795355065513
0.5320918876197536,0.4679081123802465
0.5114753345915365,0.48852466540846357
0.5512449325612145,0.44875506743878546
0.4551388894140527,0.5448611105859473
0.5341552379129869,0.46584476208701314
0.4146939085260747,0.5853060914739253
0.45003778050276566,0.5499622194972343
0.48875535356398125,0.5112446464360187
0.41543467378033444,0.5845653262196655
0.5460557183985083,0.45394428160149175
0.5289551832305824,0.4710448167694177
0.5225874523241207,0.4774125476758792
0.5862810363958123,0.41371896360418775
0.40505801952837284,0.594941980471627
0.4475190788886336,0.5524809211113664
0.5428331614349534,0.45716683856504664
0.5113642591980674,0.48863574080193256
0.509432493177873,0.4905675068221271
0.41250434160953753,0.5874956583904626
0.48472707496962136,0.5152729250303788
0.5073862195483244,0.49261378045167564
0.4663774965653907,0.5336225034346092
0.5119608675346324,0.4880391324653675
0.3729749035184895,0.6270250964815104
0.5061269902459413,0.49387300975405873
0.466854115542211,0.533145884457789
0.5354143100131987,0.4645856899868013
0.4858585588126341,0.5141414411873658
0.5001413858167573,0.49985861418324257
0.5203447393589454,0.47965526064105457
0.5370711957592562,0.46292880424074373
0.5326385669127295,0.46736143308727046
0.48861851602396844,0.5113814839760317
0.5547595168767977,0.4452404831232023
0.4894357531419168,0.5105642468580832
0.5212306675986893,0.47876933240131075
0.4494862486412349,0.5505137513587651
0.5375143247790801,0.4624856752209198
0.45540076930671713,0.5445992306932829
0.5124639180575408,0.48753608194245934
0.49468011027856745,0.5053198897214325
0.48673122395741314,0.5132687760425867
0.391801149160616,0.608198850839384
0.4991616010613488,0.5008383989386513
0.38529729916694505,0.6147027008330549
0.5316611522603472,0.46833884773965284
0.5323508076146136,0.4676491923853863
0.5517380286679618,0.4482619713320381
0.533283948711833,0.4667160512881669
0.46568599419975326,0.5343140058002467
0.4581730888101586,0.5418269111898414
0.4829048815286576,0.5170951184713424
0.5171694850117196,0.4828305149882804
0.4381867413652563,0.5618132586347436
0.43027113019980634,0.5697288698001937
0.4257813928630907,0.5742186071369093
0.44587186503133647,0.5541281349686635
0.43746723122169,0.56253276877831
0.48688021287638866,0.5131197871236113
0.4839858470838226,0.5160141529161775
0.5439835531536473,0.45601644684635284
0.5255700705723546,0.4744299294276454
0.5296844439575971,0.4703155560424031
0.5006219362486164,0.49937806375138366
0.46106542008420426,0.5389345799157957
0.5257231183049893,0.47427688169501075
0.5066041059684241,0.4933958940315759
0.4388535396959375,0.5611464603040625
0.49992176783954945,0.5000782321604506
0.50638275447863,0.49361724552137
0.5141965230004133,0.4858034769995867
0.5195988230426448,0.48040117695735507
0.4952262687811703,0.5047737312188296
0.5343659778295436,0.4656340221704564
0.4838093909140815,0.5161906090859185
0.5333838599501421,0.4666161400498579
0.4689493466117807,0.5310506533882192
0.5240445298171001,0.47595547018289985
0.44017446165319307,0.5598255383468069
0.5300362520157976,0.4699637479842024
0.4286655183601592,0.5713344816398408
0.5066654038453239,0.4933345961546762
0.4098240339401794,0.5901759660598206
0.43631798943818845,0.5636820105618117
0.41616465816684817,0.5838353418331518
0.45201646358207703,0.547983536417923
0.46964228352020965,0.5303577164797904
0.5184378603804461,0.4815621396195538
0.5173451844901913,0.48265481550980865
0.4250841978407264,0.5749158021592736
0.4559848201894941,0.544015179810506
0.4010073881968228,0.5989926118031773
0.4802666203198711,0.5197333796801289
0.49820643258163055,0.5017935674183694
0.5331181255078554,0.46688187449214463
0.5235291695492651,0.4764708304507349
0.5038098528281213,0.49619014717187865
0.37079530978763564,0.6292046902123642
0.542903065896864,0.45709693410313607
0.4945609863956195,0.5054390136043804
0.5029928549463303,0.49700714505366983
0.5042112515934352,0.49578874840656495
0.4099825021769897,0.5900174978230104
0.5094005728323803,0.4905994271676198
0.46641638099142413,0.5335836190085758
0.5149928098802503,0.4850071901197497
0.4337260401571349,0.5662739598428651
0.5235822780902172,0.4764177219097828
0.533737373384128,0.466262626615872
0.3707087558487983,0.6292912441512016
0.41218766630734527,0.5878123336926547
0.5484904231220109,0.4515095768779891
0.4948504185174537,0.5051495814825462
0.4381883339419589,0.5618116660580411
0.42487264319153567,0.5751273568084643
0.49492901833987685,0.5050709816601231
0.43288130435467576,0.5671186956453242
0.530417393708341,0.469582606291659
0.5356017546950319,0.4643982453049679
0.4471565203708923,0.5528434796291077
0.4323722386845422,0.5676277613154578
0.3814502471642152,0.6185497528357848
0.5248297462627983,0.47517025373720173
0.5478267516808115,0.4521732483191885
0.5334220539497125,0.4665779460502876
0.428859315787605,0.5711406842123951
0.4321020568445562,0.5678979431554438
0.49832259529530576,0.5016774047046942
0.5445289663205454,0.45547103367945463
0.48014366710227596,0.5198563328977241
0.48755941127862285,0.5124405887213771
0.5173851730140978,0.48261482698590213
0.5107466639172566,0.48925333608274335
0.5073283124553691,0.4926716875446308
0.5333324977842681,0.46666750221573194
0.38758049681422835,0.6124195031857717
0.5207340618213647,0.4792659381786353
0.535702993866929,0.46429700613307096
0.4568593407629756,0.5431406592370245
0.5262134327484366,0.47378656725156343
0.5420008622668531,0.45799913773314693
0.41520135491572036,0.5847986450842796
0.5002546806599516,0.4997453193400484
0.44289514331467394,0.5571048566853262
0.5333729396571878,0.4666270603428122
0.5541787636833274,0.44582123631667253
0.4957728927339317,0.5042271072660683
0.5254349675477545,0.4745650324522455
0.5267315181706993,0.4732684818293008
0.40722222262284546,0.5927777773771545
0.5338930631304465,0.4661069368695534
0.43843964687528786,0.5615603531247121
0.5587515920743682,0.4412484079256319
0.5286929508564767,0.4713070491435233
0.5216677633282457,0.4783322366717543
0.4491672339759257,0.5508327660240743
0.5393369351796289,0.4606630648203711
0.45006641839434486,0.5499335816056551
0.5392562635850409,0.4607437364149592
0.4336259207325541,0.5663740792674458
0.41257858345608733,0.5874214165439127
0.525031969593035,0.47496803040696495
0.5258794930752761,0.47412050692472396
0.4984119900505688,0.5015880099494312
0.5176622704903762,0.4823377295096237
0.5187205466704311,0.48127945332956895
0.5174983709694346,0.4825016290305654
0.5301290467867675,0.46987095321323236
0.4161488706895014,0.5838511293104987
0.43031066098617377,0.5696893390138261
0.5254907976788132,0.47450920232118676
0.5436752937263187,0.45632470627368127
0.4969968382841887,0.5030031617158113
0.4781331806326246,0.5218668193673756
0.5289683187600269,0.47103168123997297
0.3940760507151162,0.6059239492848839
0.5281930635996155,0.4718069364003845
0.5440677824587947,0.45593221754120516
0.5388297219335159,0.46117027806648403
0.5188949802982386,0.4811050197017614
0.5103470469539718,0.4896529530460283
0.41587175410160687,0.5841282458983932
0.5112973138864328,0.48870268611356726
